UserID,PetID
103,5698
104,13732
104,17917
105,3367
105,13979
106,7273
106,15020
106,2952
107,16884
107,16066
107,15104
108,8558
108,13845
109,5570
109,12061
109,2872
110,3712
110,16502
110,14291
111,10655
111,12444
112,10151
112,7251
112,2327
113,9140
113,7244
114,2830
114,9702
115,6287
115,18030
115,14830
116,19299
116,15166
117,14252
117,1905
118,11246
118,2219
119,12176
119,2289
119,6515
120,14335
120,4104
120,11324
121,14910
121,17556
122,5521
122,2164
122,9978
123,18357
123,17574
124,5751
124,15492
124,10099
125,7277
125,19640
126,8074
126,12517
127,11999
127,8988
127,1016
128,16381
128,8880
129,3502
129,16075
129,15413
130,6074
130,2265
130,9074
131,6532
131,9615
132,8322
132,5373
132,2078
133,19454
133,6690
133,3735
134,9363
134,3812
135,15248
135,15613
135,9594
136,852
136,10367
137,10892
137,13237
138,18922
138,657
139,18708
139,19559
139,19568
140,9332
140,11265
140,2918
141,7428
141,12132
142,3182
142,18364
143,17166
143,11657
143,16322
144,11925
144,1466
144,125
145,9034
145,14359
145,2591
146,723
146,5764
147,9961
147,17232
148,15669
148,7180
148,11017
149,3291
149,10024
150,15035
150,302
150,12304
151,19242
151,1482
152,18712
152,1422
152,6175
153,13714
153,1846
153,17616
154,1516
154,9802
154,5923
155,3883
155,12686
156,2436
156,19650
157,16792
157,15482
158,6819
158,6187
159,14460
159,7309
160,4091
160,5623
161,17510
161,1554
162,10371
162,17962
163,19353
163,13662
164,6626
164,15891
165,17890
165,158
166,3383
166,15553
166,19137
167,17405
167,10544
168,4781
168,1637
169,534
169,16676
170,13242
170,587
171,17449
171,7666
171,15877
172,7116
172,5069
172,3395
173,15098
173,2648
174,3426
174,13896
174,9708
175,7750
175,19970
176,18998
176,11451
176,6828
177,8286
177,11824
178,12927
178,12058
178,6591
179,14035
179,9181
179,2463
180,10705
180,1531
180,9718
181,6075
181,1297
181,19546
182,2743
182,5133
182,2558
183,13282
183,14384
183,9365
184,10002
184,4143
184,10740
185,6403
185,15428
186,15091
186,4782
186,10437
187,1371
187,14478
187,9191
188,1253
188,9457
189,10184
189,6185
189,6902
190,6698
190,2317
191,1266
191,19971
192,17896
192,8535
193,831
193,10803
194,14508
194,10743
194,1940
195,15559
195,11811
196,5863
196,9075
197,13091
197,11221
197,10368
198,9215
198,1290
198,2182
199,9129
199,7097
200,9245
200,6782
201,8533
201,5882
202,9203
202,6638
202,17378
203,18627
203,15534
204,18950
204,17977
205,11005
205,9494
206,9123
206,17479
207,3106
207,10234
208,6251
208,4451
208,4133
209,4048
209,10462
209,19061
210,19118
210,13719
211,9735
211,12172
212,11174
212,15456
213,17214
213,16588
213,8456
214,11757
214,6249
215,2154
215,18634
215,4818
216,15718
216,15604
216,14204
217,1425
217,16117
217,5622
218,15815
218,5803
218,5931
219,2779
219,12911
219,16436
220,9444
220,16907
221,15618
221,15714
222,3773
222,867
223,10711
223,10928
223,5057
224,13907
224,18091
224,3445
225,15850
225,2441
226,18558
226,14620
227,9174
227,17809
228,19448
228,19384
229,3670
229,19402
229,1619
230,7982
230,16160
230,15463
231,4651
231,13585
232,6713
232,12252
233,3600
233,17103
233,12469
234,12872
234,2758
234,1631
235,19114
235,9216
235,11675
236,7782
236,8922
237,6597
237,19880
237,3764
238,8924
238,12930
239,19415
239,12331
239,5429
240,13787
240,7772
240,15282
241,12389
241,10545
242,7417
242,19267
243,7217
243,12537
243,8600
244,1361
244,6395
245,738
245,14685
246,14071
246,3759
247,7696
247,19049
247,19879
248,7729
248,19859
248,19887
249,10059
249,19116
250,5322
250,5162
251,6180
251,11551
252,1414
252,4010
253,15235
253,1395
253,10204
254,19704
254,10811
255,17104
255,5156
256,4384
256,9571
257,9715
257,4704
258,6464
258,6143
258,11922
259,15470
259,11285
260,19834
260,13701
261,17280
261,12439
261,9638
262,19526
262,8329
262,12708
263,5650
263,7430
263,11986
264,19052
264,4627
265,14874
265,8091
265,12310
266,13696
266,7918
267,1394
267,13052
268,1278
268,17223
269,1373
269,8528
269,18714
270,17752
270,10478
271,12271
271,5038
271,9863
272,15285
272,1508
272,6510
273,5339
273,2110
274,9096
274,7547
275,888
275,15901
275,7127
276,6837
276,5591
277,17780
277,4590
278,5115
278,12807
278,1879
279,12001
279,6339
279,18378
280,1381
280,16279
280,3809
281,12391
281,15994
282,17843
282,10849
282,16287
283,669
283,8614
283,5190
284,18258
284,12210
285,7342
285,19476
285,298
286,3588
286,11515
287,8034
287,13523
287,15300
288,4053
288,18674
289,16050
289,4527
290,2487
290,19236
290,1256
291,5306
291,10912
292,12483
292,6115
293,13504
293,8183
294,15037
294,13396
294,3364
295,14982
295,7763
296,6214
296,5432
296,14528
297,11399
297,3782
297,12266
298,10072
298,18865
299,14997
299,7584
299,8373
300,11988
300,15194
301,5080
301,4083
301,17215
302,11781
302,348
303,12628
303,3396
304,4023
304,6209
304,12034
305,394
305,17155
305,16116
306,7076
306,15736
307,5188
307,4067
308,12380
308,16806
308,16238
309,8496
309,18618
310,17376
310,17260
311,13500
311,14385
311,15056
312,18692
312,6668
313,4142
313,9513
314,13030
314,10424
314,2818
315,9249
315,13326
316,537
316,1859
316,95
317,19124
317,53
318,12102
318,4114
318,18972
319,1556
319,11682
319,8264
320,16741
320,5928
320,14003
321,16423
321,1369
321,11968
322,4433
322,1628
322,8232
323,18855
323,19696
323,6621
324,13258
324,12712
324,18221
325,9012
325,14341
326,10430
326,10696
327,13162
327,7647
328,1439
328,185
328,18097
329,3251
329,8957
329,9422
330,18144
330,4898
330,12941
331,10662
331,3717
331,7223
332,11388
332,1343
333,11264
333,6107
334,12235
334,3937
335,16568
335,18544
336,9474
336,18751
337,6988
337,10681
337,4888
338,984
338,3299
339,3716
339,7822
339,2446
340,18990
340,15651
340,8458
341,13197
341,2734
342,12810
342,8894
342,539
343,1468
343,16099
344,12963
344,16469
345,14522
345,18789
345,19101
346,11203
346,7033
346,267
347,16039
347,5886
348,2966
348,14262
348,801
349,19369
349,7630
349,5874
350,18185
350,11653
350,6123
351,14943
351,4739
351,4543
352,19739
352,1251
352,5867
353,12978
353,6966
354,4113
354,5273
354,10996
355,15012
355,50
356,11784
356,1565
357,19482
357,19233
358,9397
358,10213
359,11254
359,7906
360,6909
360,18517
361,10578
361,11611
362,17331
362,4767
362,10486
363,18344
363,3562
364,3451
364,10905
364,15216
365,3259
365,5595
366,11606
366,5005
366,14980
367,1528
367,13299
367,12275
368,16781
368,2710
369,10154
369,5
369,7661
370,18465
370,19002
371,10887
371,15042
371,6565
372,16900
372,720
373,301
373,1163
373,12040
374,13616
374,1408
375,3268
375,107
376,9912
376,12250
377,13428
377,18607
377,5913
378,19542
378,3422
378,18796
379,3304
379,2014
379,4573
380,4800
380,15497
380,13532
381,11907
381,11121
382,3872
382,4092
383,7434
383,12977
384,17013
384,7474
384,11299
385,2114
385,18455
385,10010
386,1756
386,1797
387,17144
387,7239
387,7123
388,2175
388,18988
388,10850
389,2108
389,4842
389,6983
390,17116
390,14710
390,16823
391,8407
391,19314
392,62
392,15764
392,4316
393,16361
393,3246
394,15018
394,10955
395,8174
395,13213
396,4282
396,16333
396,3421
397,6130
397,2225
397,10813
398,7086
398,5011
398,4082
399,17139
399,16424
399,3125
400,4131
400,14287
400,10017
401,290
401,2159
402,971
402,11765
403,11896
403,10064
403,6480
404,15686
404,1045
404,4489
405,8153
405,671
406,2724
406,14031
406,922
407,16027
407,11668
407,3071
408,15345
408,2188
409,10203
409,5384
409,14974
410,2099
410,2847
411,2705
411,8559
412,10273
412,19039
412,15132
413,6847
413,5099
414,4196
414,2599
414,1601
415,11648
415,13012
416,12083
416,17718
417,13004
417,19764
417,9087
418,1
418,12816
419,1765
419,6973
419,13132
420,12938
420,11703
420,875
421,18179
421,14388
422,19615
422,15429
423,9100
423,17444
424,5628
424,17671
424,13381
425,8049
425,9288
426,11743
426,880
426,9539
427,17689
427,8911
427,15151
428,4899
428,17982
429,13260
429,14699
430,14760
430,14716
431,1293
431,15048
432,19208
432,6113
433,6677
433,13225
433,17075
434,4965
434,5841
435,13315
435,9005
436,15157
436,9543
437,18955
437,11615
438,15997
438,3382
438,1419
439,5037
439,5086
440,17348
440,9661
441,7560
441,12452
442,3775
442,8229
442,10991
443,7856
443,15707
443,18606
444,9651
444,12617
444,12715
445,5468
445,3153
445,15983
446,4075
446,10957
447,2484
447,2733
448,18335
448,3035
448,19595
449,6774
449,8445
449,4565
450,8607
450,1457
450,1144
451,1407
451,13244
451,14619
452,1254
452,912
452,18531
453,17862
453,2306
454,10293
454,14490
455,590
455,860
456,5450
456,3605
457,13950
457,127
458,4052
458,9398
459,4450
459,9832
460,10670
460,2925
460,12133
461,7414
461,6979
462,12482
462,8027
463,16080
463,11431
464,5074
464,16313
465,5523
465,19736
465,15641
466,14727
466,4368
466,5256
467,16704
467,18588
467,4015
468,16003
468,6646
469,4805
469,3045
470,16510
470,6993
470,5982
471,842
471,9963
471,16697
472,5187
472,8519
473,15123
473,14299
473,3310
474,6122
474,9820
475,19551
475,2362
475,3110
476,802
476,8489
476,9037
477,10272
477,799
477,1538
478,12702
478,16223
478,18141
479,14194
479,5741
480,18078
480,15171
481,5503
481,17964
482,18486
482,1705
483,5827
483,9471
484,1851
484,11210
485,18512
485,16145
485,3340
486,8695
486,13288
487,1936
487,11035
487,19309
488,10020
488,455
488,12070
489,18848
489,10797
489,5585
490,16385
490,11197
490,17069
491,16825
491,16379
492,2852
492,2292
492,1698
493,13300
493,10844
494,6407
494,14007
494,12509
495,6283
495,6806
496,3158
496,19449
497,7877
497,4558
497,9367
498,13013
498,5176
499,15739
499,6610
500,4554
500,1084
500,17365
501,8757
501,729
502,6518
502,15685
503,11505
503,8080
504,7872
504,9547
505,12404
505,17053
506,8119
506,16420
507,13171
507,4985
507,16183
508,10684
508,990
508,13191
509,8113
509,19513
509,8612
510,6365
510,15443
511,19878
511,16571
511,106
512,8255
512,8556
512,14263
513,7686
513,14649
514,16140
514,12105
514,4730
515,19922
515,1505
516,3433
516,14800
516,9891
517,8175
517,13083
518,11644
518,7979
519,19142
519,9994
519,18300
520,5348
520,2971
521,20
521,17557
522,18308
522,220
522,7783
523,11520
523,15152
524,19790
524,7921
524,17797
525,18625
525,5749
526,15760
526,174
526,2448
527,498
527,11768
528,764
528,17800
528,6556
529,18675
529,8598
529,4253
530,4169
530,6717
531,5654
531,2295
532,3941
532,8152
533,14312
533,6541
533,9321
534,14282
534,16544
534,13935
535,486
535,17660
536,15487
536,17821
536,16147
537,9250
537,1677
537,1287
538,13881
538,8364
538,15055
539,9248
539,17138
540,13682
540,4990
540,19820
541,4588
541,1043
542,8398
542,11041
543,3279
543,12861
543,13923
544,19793
544,18402
545,15370
545,9695
545,13870
546,2031
546,13835
546,6254
547,11663
547,6137
547,2162
548,9569
548,1589
549,8388
549,15196
549,667
550,5059
550,2887
550,14097
551,6666
551,8844
552,16415
552,11444
553,12960
553,12024
554,9477
554,15358
555,15603
555,11587
555,10942
556,14598
556,14532
556,1831
557,19199
557,14415
557,13100
558,15943
558,17731
559,1784
559,321
559,14193
560,2893
560,5146
560,15728
561,588
561,14160
561,3543
562,18005
562,12584
562,12640
563,10877
563,317
564,17023
564,6982
565,8898
565,14226
566,4066
566,2000
566,5491
567,18573
567,8357
568,2926
568,11533
568,14801
569,12632
569,1261
569,5903
570,2897
570,16925
571,14996
571,4938
571,6381
572,1980
572,305
572,3651
573,5023
573,2326
574,14609
574,16306
574,10864
575,973
575,18792
575,3220
576,18038
576,14221
577,7055
577,12324
578,3335
578,11242
578,19356
579,660
579,5879
580,18374
580,5366
581,17611
581,11235
581,3378
582,8121
582,2081
582,3501
583,3165
583,15246
583,11471
584,8531
584,12984
584,15557
585,16168
585,5345
586,10354
586,12018
586,9684
587,12279
587,8342
587,19045
588,6392
588,9867
588,2899
589,18192
589,2228
590,11947
590,644
590,11815
591,18857
591,14092
592,1076
592,13335
593,11408
593,11874
594,3986
594,18672
595,13316
595,58
595,3799
596,3073
596,12051
597,13463
597,6408
597,2419
598,14116
598,17779
599,18522
599,3997
599,16605
600,7372
600,15833
600,13346
601,9265
601,7618
601,10815
602,17806
602,4452
602,16632
603,15096
603,12138
603,14764
604,141
604,14258
604,8822
605,18871
605,9196
606,15185
606,14001
606,3944
607,11943
607,12593
607,16390
608,1065
608,7741
608,3303
609,8739
609,1033
609,12747
610,7499
610,14684
611,5601
611,3664
612,16356
612,2305
613,15806
613,1711
613,2751
614,13933
614,16826
615,15088
615,6218
616,12879
616,17798
616,4021
617,14543
617,18557
618,3079
618,5825
619,6839
619,886
620,7031
620,10524
620,9915
621,6841
621,4354
622,9498
622,4994
622,17002
623,12356
623,14088
624,33
624,13533
624,10158
625,9260
625,13101
626,5081
626,16289
626,4610
627,15617
627,7287
627,2364
628,16817
628,8304
628,10490
629,8340
629,708
630,12339
630,4880
631,12646
631,8975
632,10519
632,6789
632,5877
633,5970
633,11528
634,1641
634,12100
634,4501
635,7779
635,985
636,8693
636,17722
636,6391
637,10528
637,19693
638,8440
638,4735
639,14212
639,4551
639,17431
640,6045
640,9754
641,3417
641,18564
641,19279
642,3272
642,11809
642,9725
643,1236
643,7775
644,1903
644,7574
644,2237
645,17845
645,2718
645,5352
646,9201
646,10444
647,5303
647,6033
648,7423
648,10468
649,15845
649,17607
649,19096
650,8502
650,3930
650,13503
651,3200
651,7215
651,19816
652,6873
652,12800
652,8297
653,3817
653,7799
653,6396
654,13515
654,1321
655,918
655,4439
656,6811
656,3131
656,19910
657,5014
657,12434
657,8706
658,9388
658,13092
658,4236
659,5479
659,17192
659,19671
660,8668
660,19668
661,1366
661,13057
662,2673
662,1670
663,18888
663,18151
663,9431
664,3339
664,2365
665,17416
665,13001
665,752
666,19060
666,7873
667,1233
667,11113
667,4824
668,10934
668,14846
669,9558
669,11778
669,10770
670,3644
670,12600
670,13903
671,17334
671,17039
672,6706
672,2807
673,15276
673,11579
674,9668
674,7140
674,8802
675,16067
675,1986
675,730
676,1327
676,2106
676,4677
677,10394
677,2122
678,5298
678,8867
678,15234
679,9371
679,10188
679,5310
680,9907
680,17404
681,2991
681,10065
682,15533
682,18876
682,12261
683,2550
683,1017
683,7258
684,15854
684,10450
685,9886
685,212
685,10709
686,17064
686,19835
687,10205
687,7460
688,3330
688,2431
689,3312
689,19635
689,19337
690,4004
690,9756
690,2620
691,16236
691,15117
691,5238
692,6332
692,7970
692,746
693,2883
693,1599
694,15277
694,2849
694,9370
695,4206
695,3343
696,14834
696,18954
696,1018
697,6741
697,12323
697,1744
698,19607
698,9922
699,9883
699,4594
699,4184
700,6324
700,15691
701,15297
701,11117
702,8866
702,11586
703,4928
703,15510
703,12893
704,5104
704,4011
704,1669
705,7377
705,7635
706,17951
706,2749
706,10779
707,10807
707,6962
707,8754
708,17619
708,18416
709,1090
709,11802
709,17470
710,10699
710,15259
711,19461
711,7098
711,16386
712,387
712,2610
713,6070
713,1568
713,11730
714,3589
714,16445
714,1133
715,5505
715,6351
716,17188
716,11993
716,6418
717,10109
717,1949
717,7006
718,10972
718,18524
719,16166
719,13439
719,4819
720,15134
720,5409
720,5004
721,3187
721,19156
721,7805
722,19667
722,13743
723,12188
723,13592
723,1460
724,10292
724,8104
725,18242
725,6188
726,5891
726,6699
726,16329
727,16797
727,15909
727,7472
728,18656
728,17437
728,278
729,1909
729,5397
730,9700
730,15676
730,14966
731,19855
731,9705
732,11593
732,15027
733,9056
733,14782
733,1639
734,2842
734,1553
735,15146
735,14083
736,13822
736,9019
737,12280
737,2884
737,18816
738,12473
738,6861
739,12923
739,10839
740,11649
740,10899
741,17461
741,16244
741,12242
742,2658
742,3493
743,2652
743,14869
744,6778
744,969
745,5556
745,7238
745,16260
746,10186
746,15261
747,3441
747,14330
747,6793
748,2359
748,9512
749,3201
749,18129
749,16367
750,9323
750,2235
751,4375
751,11496
751,2747
752,10573
752,2936
753,16392
753,1776
754,13740
754,5130
754,16451
755,1981
755,983
756,4734
756,19334
756,4859
757,18931
757,2865
757,17824
758,367
758,2647
759,19308
759,4871
760,3785
760,12352
761,3560
761,5734
762,5160
762,9592
763,16556
763,9400
764,3998
764,13746
765,10505
765,1149
765,4639
766,8272
766,13032
766,9434
767,8422
767,19424
768,4703
768,2905
769,11798
769,6491
770,6466
770,15662
771,17445
771,8690
772,5624
772,17044
773,7957
773,2311
773,13897
774,13307
774,3793
775,13393
775,6020
775,6109
776,4432
776,14650
777,5350
777,13115
777,2879
778,817
778,12123
779,15436
779,8042
780,19508
780,13104
780,16999
781,9774
781,3040
781,663
782,6437
782,8597
783,19420
783,4814
783,259
784,8289
784,18104
785,1004
785,8538
785,6279
786,9440
786,9841
787,9467
787,19054
788,18809
788,12655
789,8230
789,1988
789,5987
790,147
790,8593
791,7704
791,3865
791,11067
792,283
792,14290
793,14198
793,9855
794,16932
794,10106
794,6889
795,3088
795,8744
795,5898
796,2412
796,13984
797,2697
797,15373
797,1355
798,4955
798,18441
799,18464
799,9953
800,13141
800,12506
800,4294
801,3494
801,7692
802,18429
802,19651
802,17117
803,2740
803,12457
804,2120
804,13702
804,2539
805,11542
805,12934
805,1821
806,3216
806,16994
807,102
807,12884
808,5724
808,13543
809,9329
809,3983
810,10638
810,19374
811,9369
811,18642
811,16086
812,19994
812,5071
813,12372
813,10274
814,5548
814,7715
815,5526
815,14106
815,15932
816,7092
816,5755
816,4257
817,5904
817,15717
818,4360
818,3541
819,12581
819,5351
820,9842
820,9916
820,16569
821,6775
821,8164
822,1827
822,12203
823,14747
823,13347
824,5063
824,18832
824,1989
825,11051
825,496
825,14075
826,12226
826,3155
827,16980
827,4126
828,2629
828,19328
828,15327
829,2394
829,4372
830,16256
830,17016
830,13518
831,713
831,12472
832,16876
832,16022
833,438
833,3397
834,1506
834,12026
835,15221
835,16344
836,8518
836,7242
837,12143
837,3548
838,4217
838,6242
838,3298
839,4160
839,10835
839,18476
840,12211
840,7790
840,480
841,8287
841,5010
841,882
842,13459
842,11614
843,12209
843,15773
843,19892
844,15112
844,15674
844,13954
845,13767
845,8776
846,1177
846,8725
846,898
847,4347
847,3645
848,2654
848,1537
849,12659
849,7374
850,18061
850,373
850,18581
851,948
851,3289
851,6348
852,4858
852,14357
852,10937
853,7311
853,18172
853,13697
854,14936
854,13159
854,113
855,10888
855,11964
855,11180
856,11507
856,2080
857,12723
857,15281
857,4766
858,14950
858,5814
858,369
859,19184
859,11864
859,9119
860,1026
860,104
861,3491
861,7738
862,2163
862,19176
862,15758
863,12112
863,6650
863,924
864,14467
864,18297
865,9213
865,18665
865,18135
866,17588
866,17838
867,18845
867,5818
868,1427
868,11429
868,1968
869,6544
869,2200
870,1616
870,14638
871,12832
871,2227
871,110
872,3247
872,13777
872,5697
873,6660
873,12746
873,10383
874,2443
874,16433
875,15017
875,8375
875,18423
876,4517
876,148
876,12424
877,14739
877,5262
877,4728
878,16158
878,10940
879,3474
879,8018
880,6571
880,239
881,14687
881,18879
881,9404
882,18069
882,928
883,19186
883,2974
883,16511
884,7575
884,15664
885,5924
885,698
886,11033
886,12016
886,171
887,18022
887,10923
888,14875
888,3739
889,1897
889,18479
890,7999
890,6749
891,464
891,943
891,17685
892,5388
892,17011
892,10682
893,8349
893,14706
894,6333
894,11949
895,17324
895,18290
895,4474
896,12129
896,3205
896,13552
897,10722
897,4881
897,3945
898,19043
898,12964
899,19591
899,14447
900,2835
900,5636
901,5553
901,6707
902,1411
902,9450
902,19766
903,4468
903,3638
904,2682
904,10724
904,10841
905,514
905,17615
906,7072
906,15803
906,3919
907,12440
907,7129
908,7532
908,17827
909,903
909,9007
909,8471
910,16877
910,4804
911,6703
911,11233
912,7112
912,12912
912,15283
913,10563
913,14588
913,8147
914,7622
914,3463
915,10599
915,3606
916,19742
916,4936
917,17270
917,2717
917,14809
918,4309
918,8475
919,353
919,10969
920,6477
920,2104
920,18284
921,16339
921,14721
922,14023
922,3798
923,5144
923,13911
924,18407
924,1987
925,10095
925,10451
925,14069
926,18021
926,17406
926,16513
927,2530
927,7551
927,15244
928,1077
928,8809
928,7482
929,19219
929,18791
930,6312
930,3186
930,10156
931,19694
931,11938
932,8362
932,11050
933,9338
933,13675
933,4407
934,11886
934,5053
934,18393
935,14887
935,17782
935,3064
936,5892
936,15916
936,6649
937,18693
937,1633
938,8699
938,1316
938,2020
939,2956
939,10370
939,8311
940,4412
940,17397
940,17077
941,12652
941,19202
941,5283
942,11085
942,16372
942,13408
943,16406
943,17391
944,1660
944,1732
944,10142
945,11315
945,6327
946,4617
946,12099
947,13791
947,2788
947,15708
948,4883
948,11563
948,2861
949,9492
949,17434
949,11830
950,820
950,3850
950,17828
951,12818
951,2079
952,15368
952,3418
953,1206
953,3336
953,14772
954,454
954,10562
955,9938
955,957
955,4516
956,11209
956,15125
956,13257
957,307
957,12799
957,19006
958,3984
958,10308
959,8358
959,10082
959,10088
960,6702
960,3020
961,15430
961,7175
962,6553
962,10342
962,18763
963,16065
963,2891
963,6525
964,9749
964,13364
965,10932
965,975
965,17045
966,18687
966,16221
966,9078
967,15545
967,9628
967,19681
968,18204
968,2135
969,2716
969,6971
970,6233
970,4183
971,13050
971,13883
972,11624
972,16776
972,15122
973,19378
973,16031
973,1836
974,11617
974,10780
975,4479
975,16526
976,4369
976,857
976,2113
977,9975
977,8443
977,787
978,4790
978,5443
978,19612
979,6235
979,15450
980,19510
980,2462
980,17341
981,19269
981,19428
982,911
982,11554
982,11184
983,11741
983,18887
984,271
984,16044
984,14315
985,18965
985,12411
985,8473
986,15828
986,19678
987,8897
987,8536
988,9997
988,9610
989,9458
989,18711
989,11266
990,8132
990,13695
990,18741
991,6790
991,6695
991,14009
992,8564
992,160
992,18119
993,6807
993,649
993,4153
994,7125
994,6177
994,6924
995,16705
995,3895
995,315
996,7907
996,17426
997,19748
997,5469
997,11116
998,15459
998,15400
998,696
999,4630
999,18694
999,5258
1000,8001
1000,12106
1000,5474
1001,719
1001,4185
1002,15706
1002,5377
1002,9243
1003,7862
1003,15554
1003,1119
1004,13960
1004,3008
1005,1665
1005,7716
1006,8520
1006,13952
1006,5119
1007,169
1007,19211
1007,14724
1008,17327
1008,13679
1008,14101
1009,17777
1009,11440
1009,5192
1010,16870
1010,19530
1010,10295
1011,13868
1011,15174
1011,8879
1012,4314
1012,11752
1012,15424
1013,14444
1013,13524
1014,19782
1014,16137
1014,2636
1015,6153
1015,17991
1016,12126
1016,17852
1017,15539
1017,2795
1017,5606
1018,6191
1018,19348
1018,19281
1019,17929
1019,18872
1019,6801
1020,2246
1020,18663
1020,13278
1021,4337
1021,11908
1022,12060
1022,12997
1023,17988
1023,12704
1023,1167
1024,5667
1024,1954
1024,3528
1025,10555
1025,3341
1026,3026
1026,19068
1026,6271
1027,5094
1027,4578
1028,19699
1028,10427
1029,6433
1029,12035
1030,15846
1030,16472
1030,2701
1031,14602
1031,11019
1032,18309
1032,2142
1032,19652
1033,14042
1033,3351
1034,19471
1034,8198
1034,13809
1035,5219
1035,19606
1035,4569
1036,5098
1036,4587
1036,14770
1037,13598
1037,15503
1037,6915
1038,4293
1038,8437
1038,19987
1039,13563
1039,18511
1040,8366
1040,7580
1040,17826
1041,19280
1041,15924
1042,19697
1042,2874
1042,2059
1043,8292
1043,11878
1043,3434
1044,6162
1044,5643
1044,14692
1045,13726
1045,5659
1045,2969
1046,1400
1046,9502
1046,11107
1047,17526
1047,6409
1047,8234
1048,6865
1048,9152
1048,825
1049,7409
1049,12576
1050,15690
1050,17802
1051,15218
1051,12959
1052,16060
1052,2800
1052,3062
1053,5777
1053,8714
1054,887
1054,14076
1055,11279
1055,1081
1056,6895
1056,9136
1056,13128
1057,17663
1057,12232
1058,4186
1058,17066
1058,4182
1059,4225
1059,5448
1060,9618
1060,8328
1060,6184
1061,3161
1061,7991
1062,638
1062,15442
1063,16537
1063,7988
1064,16840
1064,2325
1064,6785
1065,4127
1065,17219
1066,12528
1066,13582
1066,12156
1067,13575
1067,4593
1067,4122
1068,782
1068,7589
1068,3876
1069,14595
1069,12772
1069,17562
1070,11139
1070,18743
1070,19237
1071,1196
1071,15141
1072,3369
1072,9811
1073,16291
1073,8211
1074,14038
1074,16667
1075,14761
1075,3734
1075,8881
1076,17272
1076,6393
1077,13157
1077,19121
1077,67
1078,14272
1078,17463
1078,19310
1079,15460
1079,1621
1080,18840
1080,16048
1080,14481
1081,9299
1081,11548
1082,10477
1082,16745
1082,1651
1083,9976
1083,1088
1084,8003
1084,16113
1084,19800
1085,6893
1085,14381
1086,506
1086,9709
1086,9060
1087,16578
1087,2312
1088,6319
1088,13992
1088,11932
1089,16713
1089,12088
1089,3869
1090,12750
1090,19703
1090,1319
1091,16110
1091,16810
1092,2218
1092,10739
1093,16491
1093,13536
1093,4701
1094,13238
1094,5660
1094,17566
1095,10139
1095,4647
1095,18322
1096,11677
1096,17458
1097,16004
1097,7017
1098,10903
1098,2018
1099,15782
1099,13320
1100,11355
1100,12238
1101,15740
1101,11166
1101,11959
1102,14999
1102,8860
1103,8167
1103,2039
1103,14131
1104,9743
1104,2076
1105,13361
1105,7665
1106,2453
1106,3859
1107,1377
1107,18797
1108,18785
1108,377
1109,15062
1109,763
1109,1107
